0: 24/161
4543: 18'16/189
4544: 30'1/4
4545: 89/225
4546: 4'17/30
4547: 30'1/3
4548: 9'1/3
4549: 135/407
4550: 42'29/35
4551: 10'13/14
4552: 1'18/35
4553: 42'2/3
4554: 9'10/21
4555: 1'7/198
4556: 196/867
4557: 1'1/12
4558: 4'11/12
4559: 405/1118
4560: 5/36
4561: 1'13/35
4562: 15'2/3
4563: 3'29/30
4564: 12'13/18
4565: 12'1/3
4566: 2'9/14
4567: 16'9/14
4568: 20'55/63
4569: 1'7/18
4570: 1'3/40
4571: 7'7/27
4572: 3'7/12
4573: 6'7/12
4574: 8'4/5
4575: 20'31/72
4576: 13'1/3
4577: 80/513
4578: 3'53/296
4579: 2'42/43
4580: 43'7/8
4581: 1'7/45
4582: 12'1/3
4583: 37'2/5
4584: 55'61/63
4585: 3'4/9
4586: 5'1/24
4587: 23'87/112
4588: 10'5/6
4589: 9'2/3
4590: 4'5/126
4591: 50'1/3
4592: 27'1/12
4593: 293'1/8
4594: 6'3/8
4595: 4/5
4596: 7'7/16
4597: 2'2/5
4598: 9'79/276
4599: 3'1/56
4600: 6'41/42
4601: 4'4/15
4602: 15'1/21
4603: 9'5/6
4604: 285/928
4605: 46'2/7
4606: 11/18
4607: 6'1/3
4608: 7'28/29
4609: 68'5/24
4610: 1'55/63
4611: 54
4612: 17'47/56
4613: 0
4614: 14'11/12
4615: 9'25/39
4616: 1'59/2730
4617: 4'25/28
4618: 15
4619: 38'99/112
4620: 37'1/3
4621: 8'43/51
4622: 8'5/7
4623: 25/72
4624: 5/81
4625: 5'3/4
4626: 240'3/7
4627: 1/2
4628: 51'5/8
4629: 2'5/6
4630: 11'2/3
4631: 7'443/742
4632: 16/19
4633: 77/160
4634: 5'7/36
4635: 4'34/39
4636: 4'8/9
4637: 6'14/39
4638: 1/35
4639: 3'9/10
4640: 9'3/7
4641: 7'41/116
4642: 7'71/330
4643: 30/637
4644: 1'65/72
4645: 40'1/2
4646: 6'7/12
4647: 7'23/36
4648: 4'1/6
4649: 2'73/95
4650: 5'17/18
4651: 1'17/24
4652: 17/55
4653: 14'5/28
4654: 1984/6237
4655: 6'51/175
4656: 390
4657: 12
4658: 12'199/315
4659: 1'23/52
4660: 7'59/60
4661: 8'103/112
4662: 7'49/86
4663: 14'43/56
4664: 36'1/16
4665: 9'33/158
4666: 1'29/33
4667: 3'37/84
4668: 9/623
4669: 8'1/4
4670: 2'1/8
4671: 32/147
4672: 5'19/72
4673: 36'1/3
4674: 7'113/168
4675: 12
4676: 44'1/18
4677: 32'1/72
4678: 3
4679: 5'7/12
4680: 17
4681: 4'74/105
4682: 19/116
4683: 1'3/5
4684: 270
4685: 11'53/84
4686: 490/3069
4687: 405/406
4688: 53
4689: 29'5/9
4690: 23'5/14
4691: 5'1/4
4692: 7'2/7
4693: 5'4/9
4694: 3'7/24
4695: 3'7/32
4696: 4'2/21
4697: 23'17/18
4698: 43'17/35
4699: 28'1/2
4700: 8/9
4701: 24/361
4702: 1'4/65
4703: 3'461/670
4704: 336/2645
4705: 5
4706: 7'2/105
4707: 11'9/14
4708: 584
4709: 13'7/10
4710: 4'6/7
4711: 12/1045
4712: 7'311/328
4713: 4/21
4714: 15'33/35
4715: 25
4716: 49/6336
4717: 18/175
4718: 42
4719: 1/2
4720: 40'2/5
4721: 17
4722: 3'857/1180
4723: 5'39/56
4724: 2'11/18
4725: 1'143/189
4726: 7'173/270
4727: 7/9
4728: 7/48
4729: 8'43/63
4730: 56'1/2
4731: 1'1/2
4732: 10'1/6
4733: 425/1134
4734: 611'17/35
4735: 8'151/252
4736: 399'3/32
4737: 9'5/6
4738: 3'73/192
4739: 27'47/70
4740: 7'4/63
4741: 56'2/3
4742: 2'5/9
4743: 10'17/28
4744: 155/702
4745: 13'29/30
4746: 9'7/54
4747: 9'4/27
4748: 5/14
4749: 1'47/49
4750: 8'32/75
4751: 1'11/30
4752: 7'11/63
4753: 297/392
4754: 3'67/72
4755: 47'4/45
4756: 13'11/24
4757: 5'89/168
4758: 2'7/22
4759: 7'2/3
4760: 31'3/5
4761: 145/294
4762: 1'3/20
4763: 5
4764: 8'8/15
4765: 6'16/567
4766: 44/589
4767: 6'11/40
4768: 12'5/6
4769: 4'21/86
4770: 32/33
4771: 3'1/9
4772: 19'9/10
4773: 22'5/42
4774: 10'32/63
4775: 48
4776: 7'26/27
4777: 41'5/6
4778: 5/8
4779: 14'1/8
4780: 25/133
4781: 6'28/37
4782: 5'2/15
4783: 5'1/18
4784: 1/2
4785: 8'5/7
4786: 27/637
4787: 14'3/7
4788: 4'13/18
4789: 72'13/14
4790: 4'1/3
4791: 2'35/72
4792: 55'1/2
4793: 1'7/8
4794: 4'9/70
4795: 39'2/3
4796: 3/14
4797: 6'51/148
4798: 8'1/6
4799: 41'9/40
4800: 11'4/7
4801: 3'9/32
4802: 6'5/63
4803: 1'293/1575
4804: 6'1/12
4805: 18/119
4806: 26/33
4807: 5'49/54
4808: 9'3/4
4809: 9'5/6
4810: 17/60
4811: 1'19/224
4812: 2'7/18
4813: 216'47/108
4814: 27/145
4815: 5'1/2
4816: 10'2/3
4817: 5'1/6
4818: 1/5
4819: 3'31/48
4820: 10'11/15
4821: 108/667
4822: 13
4823: 16/93
4824: 1'1/2
4825: 11'3/4
4826: 12'1/4
4827: 26'2/7
4828: 9'95/132
4829: 3/29
4830: 1'41/42
4831: 10'27/32
4832: 3'719/1400
4833: 15'1/10
4834: 33/70
4835: 4'15/56
4836: 4/25
4837: 5/576
4838: 22
4839: 6'3/20
4840: 19/280
4841: 94
4842: 1'41/45
4843: 1'34/99
4844: 4'8/21
4845: 18'1/6
4846: 7'1/24
4847: 2'9/10
4848: 19
4849: 21/160
4850: 27/133
4851: 11'1/2
4852: 4'99/301
4853: 85/104
4854: 49'3/5
4855: 14'39/40
4856: 3'1205/1484
4857: 16/201
4858: 6'1/42
4859: 89'3/8
4860: 5'23/56
4861: 20/37
4862: 19'11/12
4863: 8'7/8
4864: 6'10/51
4865: 8'85/96
4866: 3'37/90
4867: 15'11/24
4868: 147/244
4869: 9/340
4870: 33
4871: 15'49/72
4872: 12'9/14
4873: 1'17/46
4874: 8'19/28
4875: 1'67/98
4876: 3'139/140
4877: 6'5/6
4878: 3'1/7
4879: 297/1952
4880: 3'9/272
4881: 6/11
4882: 57/88
4883: 14'41/252
4884: 28/225
4885: 12'29/56
4886: 63'1/18
4887: 8'4/9
4888: 6'167/420
4889: 7'11/14
4890: 7'7/10
4891: 5'19/30
4892: 46/63
4893: 9'43/295
4894: 6'5/63
4895: 9'17/58
4896: 3'26/177
4897: 3/34
4898: 222'2/9
4899: 4/55
4900: 6'19/24
4901: 8/203
4902: 2'2/7
4903: 18
4904: 4'23/66
4905: 47'15/16
4906: 2'9/10
4907: 3/169
4908: 117/328
4909: 39'7/12
4910: 7'7/8
4911: 1'251/360
4912: 43'107/108
4913: 2/75
4914: 7'5/7
4915: 3'5/12
4916: 13/90
4917: 23'7/10
4918: 5'40/231
4919: 3'27/40
4920: 4'10/33
4921: 6'3/8
4922: 15'1/6
4923: 3'1/12
4924: 12'1/7
4925: 5'25/32
4926: 7'6/37
4927: 1'199/245
4928: 35'1/3
4929: 3'19/192
4930: 5'28/51
4931: 12/175
4932: 4'4/45
4933: 2'5/6
4934: 2'1/14
4935: 19'13/18
4936: 19'11/12
4937: 9'5/8
4938: 3'139/228
4939: 32
4940: 9/14
4941: 1'1/45
4942: 10'19/24
4943: 32'11/21
4944: 2/25
4945: 1
4946: 17/45
4947: 8'13/15
4948: 4'19/30
4949: 9'13/54
4950: 7'1/8
4951: 12'3/28
4952: 179'62/63
4953: 5'7/20
4954: 5'59/297
4955: 7'145/438
4956: 65/357
4957: 4'23/35
4958: 4'13/14
4959: 6/35
4960: 5'2/3
4961: 7'1/13
4962: 4'7/12
4963: 4'17/56
4964: 8'16/39
4965: 59'9/35
4966: 3/14
4967: 15'37/40
4968: 5'3/8
4969: 9/182
4970: 3'23/28
4971: 3'32/63
4972: 9'17/32
4973: 10'23/60
4974: 11'25/64
4975: 7'5/8
4976: 2'19/34
4977: 2'11/35
4978: 6'3/40
4979: 1'1/8
4980: 9'5/6
4981: 4'13/15
4982: 10'45/56
4983: 41'7/9
4984: 17/138
4985: 141'3/4
4986: 2'34/35
4987: 10'5/6
4988: 17'1/2
4989: 5'1/6
4990: 15'5/21
4991: 6'24/73
4992: 95
4993: 15
4994: 14'29/30
4995: 4'1/2
4996: 83'5/9
4997: 4'8/15
4998: 10'5/8
4999: 11'1/3
5000: 9'9/40
5001: 57
5002: 1'191/315
5003: 83'7/9
5004: 8/81
5005: 2'7/16
5006: 8/75
5007: 8'43/60
5008: 5'1/3
5009: 9'10/63
5010: 3'7/9
5011: 17'4/7
5012: 21'13/15
5013: 4'19/40
5014: 13'86/147
5015: 9'6/7
5016: 3'3/14
5017: 6'10/21
5018: 3'227/232
5019: 2'19/30
5020: 727/730
5021: 9'3/8
5022: 86'59/60
5023: 200/201
5024: 7'98/135
5025: 33/140
5026: 37'4/5
5027: 18'9/28
5028: 1/26
5029: 2'11/84
5030: 27'3/28
5031: 5'13/24
5032: 6'1/3
5033: 19'8/45
5034: 3'49/72
5035: 13'5/36
5036: 6'7/12
5037: 4'1/72
5038: 8'3/44
5039: 9'13/56
5040: 9'1/6
5041: 117/623
5042: 16'5/21
5043: 2'20/21
5044: 36'1/7
5045: 9'161/228
5046: 1'749/1280
5047: 7'2/45
5048: 8'1/135
5049: 7'7/18
5050: 15'5/14
5051: 6'131/135
5052: 128/931
5053: 55'2/3
5054: 11'5/6
5055: 1'4/9
5056: 8'217/228
5057: 56
5058: 4'4/7
5059: 20'1/9
5060: 5'16/27
5061: 299
5062: 54'1/9
5063: 16/209
5064: 1'3/5
5065: 22/81
5066: 160'5/7
5067: 79'3/5
5068: 9'1/28
5069: 4'1/4
5070: 4/29
5071: 4'143/153
5072: 32/177
5073: 19'25/48
5074: 2'43/120
5075: 16'34/45
5076: 18'8/9
5077: 6'16/25
5078: 6'7/76
5079: 1'77/184
5080: 8'4/7
5081: 44/65
5082: 2'785/792
5083: 70'1/5
5084: 18'1/2
5085: 10'1/9
5086: 43'2/3
5087: 12'5/6
5088: 28/1577
5089: 74'1/3
5090: 68/189
5091: 30
5092: 7/13
5093: 6'7/8
5094: 56'7/9
5095: 9'9/134
5096: 81'3/8
5097: 2'2/15
5098: 7'1/4
5099: 25/162
5100: 21'6/7
5101: 7'263/316
5102: 1
5103: 56'1/5
5104: 131/138
5105: 33'1/4
5106: 2'32/35
5107: 7/48
5108: 11
5109: 8'47/90
5110: 2/3
5111: 7'179/200
5112: 2'149/210
5113: 9'11/35
5114: 19/42
5115: 1/18
5116: 182'13/21
5117: 1'35/87
5118: 18'1/2
5119: 4'19/65
5120: 13'1/18
5121: 12
5122: 19/60
5123: 1'160/189
5124: 1'8/9
5125: 3/70
5126: 37/406
5127: 9/220
5128: 7'203/285
5129: 4'5/12
5130: 25
5131: 12'1/3
5132: 4'49/114
5133: 8'11/17
5134: 2'107/108
5135: 4'1/2
5136: 95'1/5
5137: 2'3419/4662
5138: 13'29/40
5139: 77/156
5140: 9'11/18
5141: 27/232
5142: 3/280
5143: 5'44/63
5144: 32/315
5145: 4'23/24
5146: 4'7/25
5147: 10'2/3
5148: 10
5149: 1
5150: 4'324/355
5151: 53'16/45
5152: 423/704
5153: 3'2/7
5154: 63'19/36
5155: 15'17/18
5156: 16'61/72
5157: 14'71/72
5158: 66'1/8
5159: 1'14/15
5160: 5'7/10
5161: 84/779
5162: 5'1/3
5163: 153/868
5164: 11'2/3
5165: 44'13/14
5166: 1/4
5167: 1/4
5168: 16'1/2
5169: 25'2/3
5170: 14'3/28
5171: 11'1/24
5172: 22'3/7
5173: 2'2/3
5174: 14'1/2
5175: 44'1/4
5176: 1'617/1015
5177: 16/361
5178: 11'1/2
5179: 72
5180: 1'2/9
5181: 4'23/48
5182: 4'5/28
5183: 1/12
5184: 6'16/33
5185: 12'7/72
5186: 8'1/18
5187: 4'2/3
5188: 29'5/12
5189: 40'1/3
5190: 29'29/48
5191: 10'1/9
5192: 2'1/18
5193: 68'2/7
5194: 1'41/70
5195: 16'2/35
5196: 73'3/5
5197: 74'1/4
5198: 3'241/273
5199: 10'5/8
5200: 3'139/231
5201: 1'11/84
5202: 4'1/15
5203: 37'1/2
5204: 9/182
5205: 23'11/20
5206: 31'7/12
5207: 3'2011/2840
5208: 8'5/9
5209: 8'8/9
5210: 8'301/450
5211: 1/2
5212: 8/45
5213: 8'5/24
5214: 117/560
5215: 18'1/2
5216: 8'1/7
5217: 9/64
5218: 13'1/6
5219: 26
5220: 10'4/9
5221: 22
5222: 5/9
5223: 3
5224: 11'1/2
5225: 4'7/8
5226: 2'5/12
5227: 24'2/3
5228: 8
5229: 1'29/48
5230: 2'61/64
5231: 60'3/8
5232: 5'5/8
5233: 4'91/228
5234: 7'47/63
5235: 2/17
5236: 4/119
5237: 135/1334
5238: 4'219/364
5239: 17'8/27
5240: 7'8/9
5241: 5/18
5242: 4'29/35
5243: 1'24/47
5244: 2/9
5245: 62'1/10
5246: 17'2/7
5247: 5'43/84
5248: 71/288
5249: 7'34/39
5250: 17'4/7
5251: 5/99
5252: 99/5168
5253: 4'3/4
5254: 21'3/8
5255: 21'53/90
5256: 4'7/24
5257: 13'1/3
5258: 6
5259: 7'5/14
5260: 10'6/7
5261: 152/675
5262: 53/112
5263: 188/1215
5264: 9'7/9
5265: 59'3/8
5266: 7'25/27
5267: 2'1/4
5268: 17'3/5
5269: 13'5/7
5270: 1'24/305
5271: 2/9
5272: 8'3/28
5273: 1'28/37
5274: 21'1/8
5275: 54'11/20
5276: 1'125/553
5277: 14/585
5278: 12'3/16
5279: 9'3/35
5280: 13'4/9
5281: 13'7/16
5282: 33'191/378
5283: 23/35
5284: 6'3/4
5285: 2'13/20
5286: 2'2/3
5287: 38'23/24
5288: 1'19/45
5289: 45'1/6
5290: 15/16
5291: 413'7/9
5292: 4'11/42
5293: 6'6/7
5294: 75/266
5295: 8'13/16
5296: 6'21/38
5297: 26'1/8
5298: 13/27
5299: 3'65/336
5300: 7'6/13
5301: 2'1/3
5302: 86'43/72
5303: 9'26/95
5304: 2'13/42
5305: 11/18
5306: 1'1/17
5307: 10'1/14
5308: 5'2/3
5309: 2'1/24
5310: 3'35/46
5311: 5'25/28
5312: 1/5
5313: 19'1/140
5314: 12'1/2
5315: 3'27/53
5316: 1'4/7
5317: 39'3/7
5318: 11/64
5319: 45'7/18
5320: 1'17/123
5321: 64'5/9
5322: 19'5/21
5323: 17'1/2
5324: 2'19/68
5325: 761/2360
5326: 6'1/8
5327: 5/116
5328: 22'5/28
5329: 58'1/3
5330: 2'13/18
5331: 35/152
5332: 7'14/15
5333: 20'147/160
5334: 8'27/56
5335: 27/518
5336: 6'13/15
5337: 2'2/5
5338: 45
5339: 10'103/207
5340: 1'25/99
5341: 21'2/21
5342: 19'23/56
5343: 1'11/18
5344: 3'23/72
5345: 2'417/1736
5346: 359'1/10
5347: 7/640
5348: 6'137/216
5349: 35'1/10
5350: 41'55/63
5351: 9'5/24
5352: 45/77
5353: 9'2/3
5354: 4'12/37
5355: 5'637/684
5356: 67
5357: 15'9/56
5358: 5/1584
5359: 16'3/4
5360: 79'1/42
5361: 3'1/2
5362: 77/708
5363: 2'4/5
5364: 1'3/10
5365: 9'1/2
5366: 5/6
5367: 45/344
5368: 25/144
5369: 3'4/5
5370: 17
5371: 11'219/320
5372: 8'3/26
5373: 52
5374: 4'32/35
5375: 1'7/9
5376: 24/133
5377: 9'124/267
5378: 5/18
5379: 11/40
5380: 8'166/357
5381: 2
5382: 281'1/4
5383: 896/13505
5384: 34
5385: 2'279/712
5386: 64/153
5387: 51'2/7
5388: 6'35/72
5389: 11'19/24
5390: 285'3/25
5391: 78'3/4
5392: 228/4361
5393: 10'3/8
5394: 44'8/35
5395: 27'23/96
5396: 7'10/21
5397: 7'17/25
5398: 5'191/312
5399: 64/783
5400: 6'3/5
5401: 60'7/18
5402: 4'34/35
5403: 6'6/7
5404: 66'4/7
5405: 22'1/3
5406: 25'3/5
5407: 4'11/72
5408: 77'1/2
5409: 8'2/3
5410: 19/28
5411: 9/1105
5412: 7'1/6
5413: 4'77/136
5414: 17'121/189
5415: 4'1/3
5416: 39'5/9
5417: 13'1/24
5418: 35/288
5419: 12'1/12
5420: 8'1835/1836
5421: 9'5/9
5422: 17'11/15
5423: 31/110
5424: 9'163/200
5425: 5'53/56
5426: 19'1/6
5427: 1'13/15
5428: 1'17/21
5429: 4'49/102
5430: 7'17/42
5431: 1'101/602
5432: 2/3
5433: 1431/7480
5434: 42'27/70
5435: 3'6/13
5436: 5'291/812
5437: 17'13/40
5438: 4'1/3
5439: 8'5/28
5440: 17'6/7
5441: 7'25/84
5442: 7'43/225
5443: 5'94/133
5444: 2'1/6
5445: 10'5/868
5446: 4'11/15
5447: 20'8/9
5448: 8'2/17
5449: 78'2/9
5450: 3'113/513
5451: 13'3/4
5452: 8'5/8
5453: 8'1/12
5454: 55'1/18
5455: 4'17/27
5456: 2'3/7
5457: 4/5
5458: 9'109/140
5459: 6'17/18
5460: 9'11/40
5461: 15/17
5462: 28'47/210
5463: 19/42
5464: 243/256
5465: 39'13/18
5466: 8'1/4
5467: 14'3/8
5468: 3'89/112
5469: 17/24
5470: 25/1638
5471: 1'8/25
5472: 1/10
5473: 288'8/9
5474: 2'11/14
5475: 4'7/23
5476: 11'5/12
5477: 2'1/3
5478: 3'199/360
5479: 11/170
5480: 15'8/9
5481: 7'45/56
5482: 83/243
5483: 11'27/32
5484: 5'2/27
5485: 5/16
5486: 9'17/18
5487: 41'4/35
5488: 79'2/35
5489: 19'19/24
5490: 0
5491: 5'1/3
5492: 16'1/8
5493: 2'1/2
5494: 34'5/7
5495: 1'1/2
5496: 1'19/66
5497: 512/567
5498: 22/27
5499: 320'2/15
5500: 6'7/12
5501: 1'1/4
5502: 16/171
5503: 85'2/9
5504: 49
5505: 207/910
5506: 5'17/24
5507: 9'1/6
5508: 7'7/12
5509: 7'5/234
5510: 11'1/5
5511: 11'11/12
5512: 52/59
5513: 18'4/7
5514: 2'4/5
5515: 38'29/42
5516: 17'11/18
5517: 6'1/10
5518: 31'1/9
5519: 7'1/5
5520: 7'71/96
5521: 1'1/48
5522: 3'1/8
5523: 1/3
5524: 9/800
5525: 2'13/58
5526: 8'1/5
5527: 8'63/95
5528: 4'1/6
5529: 1'67/245
5530: 63'25/49
5531: 121/474
5532: 22'2/15
5533: 1'17/21
5534: 23/30
5535: 9'7/9
5536: 146'61/64
5537: 10'8/9
5538: 35/36
5539: 19'25/36
5540: 61/256
5541: 6'13/20
5542: 8'17/45
5543: 5'6/7
5544: 2/7
5545: 9'2/7
5546: 1/2
5547: 6'13/126
5548: 11'107/120
5549: 8'16/81
5550: 1/8
5551: 17/21
5552: 2'61/84
5553: 48'17/42
5554: 1'1/14
5555: 9'25/36
5556: 22'59/168
5557: 35'2/3
5558: 5'3/4
5559: 6'4/5
5560: 3'1/8
5561: 1'11/30
5562: 309'1/3
5563: 51/106
5564: 4'2/3
5565: 6'5/9
5566: 1'1/24
5567: 52'2/7
5568: 276'16/25
5569: 1'11/20
5570: 17/42
5571: 26'4/9
5572: 33'1/12
5573: 3'25/116
5574: 4'103/126
5575: 4'59/63
5576: 2'41/102
5577: 2'14/27
5578: 9/10
5579: 17/70
5580: 8/165
5581: 56/351
5582: 2'1/2
5583: 31'13/16
5584: 27'49/72
5585: 2'43/108
5586: 13'2/3
5587: 3'7/27
5588: 7'17/57
5589: 79'9/10
5590: 24'13/105
5591: 17'1/3
5592: 4'26/45
5593: 286'2/9
5594: 9/140
5595: 2'2/5
5596: 32'4/15
5597: 6'1/3
5598: 12'7/9
5599: 7/52
5600: 3
5601: 8'3/5
5602: 5'1/3
5603: 3'191/224
5604: 7'106/225
5605: 9'1/4
5606: 66'1/3
5607: 55/1197
5608: 1'1/5
5609: 9'13/16
5610: 5/7
5611: 19'2/25
5612: 2/3
5613: 8'1/3
5614: 13/18
5615: 1'5/6
5616: 1'47/147
5617: 2'122/189
5618: 16'1/3
5619: 16
5620: 1'248/315
5621: 9'1/5
5622: 26'6/7
5623: 7'1/11
5624: 6'19/112
5625: 17/28
5626: 40'5/12
5627: 1
5628: 43
5629: 30'11/15
5630: 8'5/12
5631: 4'9/10
5632: 103/140
5633: 3
5634: 47'3/8
5635: 2'5/16
5636: 4'152/495
5637: 40'1/2
5638: 48'3/8
5639: 9'1/16
5640: 5'11/46
5641: 2/27
5642: 133/276
5643: 7'3/8
5644: 22/63
5645: 1'7/8
5646: 375/3268
5647: 72'41/72
5648: 1'1/13
5649: 49/55
5650: 12'11/12
5651: 1'5/91
5652: 10'5/7
5653: 27/56
5654: 1/3
5655: 13/28
5656: 3'35/72
5657: 70/153
5658: 14/17
5659: 13
5660: 70'1/15
5661: 1'7/27
5662: 8'49/96
5663: 283'1/3
5664: 11'9/10
5665: 29
5666: 7/12
5667: 14
5668: 44'2/3
5669: 11'2/5
5670: 2'1/6
5671: 4'2/19
5672: 1'289/315
5673: 3'599/1020
5674: 3'72/95
5675: 2'139/288
5676: 12'5/7
5677: 49'19/45
5678: 4/17
5679: 20/21
5680: 34/39
5681: 9'3/10
5682: 2'133/138
5683: 5/12
5684: 9/29
5685: 13/20
5686: 6'2/3
5687: 395/432
5688: 1'32/45
5689: 5'17/42
5690: 29
5691: 10'5/6
5692: 15'2/3
5693: 37'5/6
5694: 1'1/15
5695: 95/162
5696: 4'26/81
5697: 7
5698: 38'3/5
5699: 2'7/10
5700: 2/75
5701: 80/299
5702: 9'16/21
5703: 8'53/72
5704: 9'71/81
5705: 1
5706: 10'569/672
5707: 2'5/9
5708: 5'41/44
5709: 9'1/7
5710: 18'5/6
5711: 4/165
5712: 12'4/21
5713: 6'41/54
5714: 63/260
5715: 36/55
5716: 5'1/15
5717: 168/295
5718: 7/12
5719: 16'177/200
5720: 25'1/3
5721: 8'7/16
5722: 1'377/456
5723: 20/77
5724: 1/8
5725: 6'1/3
5726: 5'5/8
5727: 3/10
5728: 39'1/2
5729: 23'25/126
5730: 43/66
5731: 23'17/20
5732: 192'1/9
5733: 4'2/9
5734: 35'1/2
5735: 15/76
5736: 14
5737: 5'5/6
5738: 5/24
5739: 1'1/2
5740: 8/27
5741: 3'34/45
5742: 3'4/9
5743: 8
5744: 2'19/35
5745: 5'2/3
5746: 1'17/38
5747: 9'1/6
5748: 1/6
5749: 2'12/17
5750: 112/5865
5751: 1'1/15
5752: 4'2/3
5753: 27
5754: 8/901
5755: 18'5/6
5756: 5
5757: 9'187/216
5758: 4'1/44
5759: 17'8/9
5760: 7'1/4
5761: 5'19/21
5762: 2'19/174
5763: 4'4/5
5764: 18'5/72
5765: 75/308
5766: 60'11/45
5767: 2'1/32
5768: 11
5769: 5'73/315
5770: 1/24
5771: 9'27/28
5772: 5'1/3
5773: 2'14/19
5774: 27'1/3
5775: 12'5/36
5776: 25'33/56
5777: 2/5
5778: 72/805
5779: 37/180
5780: 26'11/36
5781: 1'32/45
5782: 6'3/8
5783: 800/3219
5784: 18'13/36
5785: 1'5/112
5786: 6'12/343
5787: 74'39/40
5788: 5'1/2
5789: 4'7/30
5790: 2'61/69
5791: 20'184/315
5792: 15'2/45
5793: 27'21/32
5794: 5
5795: 61
5796: 22'7/10
5797: 35'1/6
5798: 145/672
5799: 3'27/28
5800: 4'2/3
5801: 4'12/19
5802: 18'1/3
5803: 48
5804: 15'1/3
5805: 35/174
5806: 5'3/4
5807: 28'133/144
5808: 5'41/56
5809: 2
5810: 51'5/8
5811: 14'17/56
5812: 8'1/14
5813: 5'604/693
5814: 2/5
5815: 6'71/292
5816: 3'1/8
5817: 38'1/4
5818: 5'5/12
5819: 4/15
5820: 10'1/3
5821: 36'1/2
5822: 3'7/24
5823: 5'17/24
5824: 7'3/7
5825: 4'5/26
5826: 15'1/3
5827: 30/259
5828: 2'2/3
5829: 8'8/9
5830: 2
5831: 6'17/130
5832: 49/207
5833: 27/200
5834: 5'82/91
5835: 5'94/567
5836: 6'293/441
5837: 2'27/68
5838: 45'1/10
5839: 5'59/105
5840: 7'7/11
5841: 5'5/7
5842: 25'1/10
5843: 1
5844: 10'3/8
5845: 6'5/14
5846: 4'8/45
5847: 27'23/24
5848: 18'5/6
5849: 5'2/5
5850: 10'11/15
5851: 150
5852: 81/88
5853: 1/20
5854: 6'1/3
5855: 9'13/74
5856: 1'81/92
5857: 11/189
5858: 4'3/4
5859: 140/6903
5860: 3'1/3
5861: 1'7/9
5862: 4'1/21
5863: 37'22/27
5864: 9'11/60
5865: 12'1/2
5866: 21'1/2
5867: 5
5868: 20'1/3
5869: 13'1/2
5870: 7'116/189
5871: 2/3
5872: 2'28/43
5873: 74'2/3
5874: 6'37/90
5875: 2'5/6
5876: 7/36
5877: 79/228
5878: 15/532
5879: 1/20
5880: 1'13/28
5881: 53
5882: 7'7/9
5883: 6'439/600
5884: 8'7/27
5885: 4'2/9
5886: 21'4/5
5887: 5'8/9
5888: 6'25/56
5889: 6'2/9
5890: 5'218/259
5891: 6'2/7
5892: 31'1/4
5893: 55/256
5894: 81
5895: 6'23/30
5896: 13'5/42
5897: 4'1/4
5898: 5'2/7
5899: 20/189
5900: 40/261
5901: 864/875
5902: 185'5/8
5903: 4'7/32
5904: 1/18
5905: 6
5906: 153/1064
5907: 4'19/100
5908: 1'217/468
5909: 21'3/4
5910: 8'2/5
5911: 279'13/27
5912: 1'13/15
5913: 199/360
5914: 8'5/6
5915: 8
5916: 39'4/9
5917: 178'96/245
5918: 109/280
5919: 5'97/182
5920: 8'2/3
5921: 27/188
5922: 16'6/7
5923: 27/85
5924: 5/72
5925: 25/48
5926: 2'9/35
5927: 65/518
5928: 54/55
5929: 9'27/92
5930: 2'11/14
5931: 6'31/105
5932: 8'29/36
5933: 12'4/9
5934: 84'5/14
5935: 3'49/117
5936: 98/145
5937: 5'17/20
5938: 8'3/4
5939: 6'89/216
5940: 4'1/3
5941: 5'3/8
5942: 3'1/3
5943: 2'8/31
5944: 12'5/6
5945: 17'23/30
5946: 5'197/1272
5947: 13'3/7
5948: 58'13/14
5949: 2'173/204
5950: 16'1/2
5951: 1'10/21
5952: 2'73/126
5953: 1
5954: 3/16
5955: 24'1/5
5956: 20'1/9
5957: 48
5958: 351/1036
5959: 7'11/15
5960: 7'2/63
5961: 31'1/7
5962: 3'671/740
5963: 8'3/19
5964: 6/7
5965: 1'1/2
5966: 9'23/56
5967: 41'1/4
5968: 9/392
5969: 7'1/2
5970: 50'9/10
5971: 7/78
5972: 9'33/112
5973: 24'1/5
5974: 24'5/6
5975: 4'7/8
5976: 15'1/4
5977: 5'31/77
5978: 4'58/125
5979: 7'9/11
5980: 16/259
5981: 31'1/3
5982: 28'47/72
5983: 2'8/11
5984: 3/34
5985: 18'5/6
5986: 13/84
5987: 10'19/24
5988: 29'11/18
5989: 22'1/24
5990: 644/845
5991: 12'5/9
5992: 19/46
5993: 1'1/36
5994: 3'11/18
5995: 7'1/22
5996: 4'159/287
5997: 4'3/17
5998: 15
5999: 1'41/45
6000: 6'17/20
6001: 40
6002: 18
6003: 66'8/21
6004: 10'2/3
6005: 6
6006: 252
6007: 4'51/56
6008: 4'2/203
6009: 217'1/2
6010: 40'3/7
6011: 4'97/228
6012: 31/39
6013: 6'3/55
6014: 541'1/3
6015: 11'115/196
6016: 14'19/21
6017: 298'2/3
6018: 4'39/56
6019: 1
6020: 24'1/5
6021: 7'9/14
6022: 4'7/15
6023: 3'1/10
6024: 6'3/8
6025: 7'83/108
6026: 3'1/3
6027: 6'6/23
6028: 30'11/18
6029: 11'1/3
6030: 16
6031: 3'29/30
